Country,Jurisdiction,"Policy Category","Name of policy",Sector,"Energy Type",Stage,Mechanism,"Legislation and Endorsing Agency",Objectives,"Date of announcement","Date of entry info force",Currency,"Value committed","Value committed, USD","Value disbursed","Value disbursed, USD",Background,"Links to sources","Archived Links to sources"
"South Africa",National,"fossil unconditional","New amendments to the Mineral Resources Development Act (MPRDA)","Multiple sectors",coal,"exploration or production or processing or storage or transportation",uncategorized,,"Facilitate new mining projects",30/05/2020,30/05/2020,ZAR,0,0,0,0,"Mineral Resources and Energy Minister Gwede Mantashe has released new amendments to the Mineral Resources Development Act which undermine the right of affected communities to oppose mining projects",,"https://www.dailymaverick.co.za/opinionista/2020-03-30-mantashe-uses-state-of-disaster-to-escape-accountability/ Accessed 13 May 2020"
"South Africa",National,"fossil unconditional","Deferral of first carbon tax payment and filing of tax returns","Multiple sectors","multiple energy types","energy use (all energy types, consumption in transport, household use, buildings etc)","regulatory rollback or non-govt fee break or waiver (IT)","Carbon Tax Act 15 of 2019, Ministry of Finance","To provide cash flow relief and to alleviate some of the compliance burden on taxpayers, a three-month deferral of the first period for submission of accounts and carbon tax payments is proposed.",01/04/2020,01/04/2020,ZAR,0,0,0,0,"Due to COVID-19 and the subsequent lockdown, many industries and businesses have closed. As such, it is argued that they have decreased income and also are polluting less. The rationale for this is then to allow them a 'payment holiday' for carbon tax emissions due to the reasons above. To provide cash flow relief and to alleviate some of the compliance burdens on taxpayers, a three-month deferral of the first period for submission of accounts and carbon tax payments is proposed.""","http://www.treasury.gov.za/comm_media/press/2020/20200424%20Remarks%20by%20Minister%20of%20Finance,%20Mr,%20Tito%20Mbownei,%20during%20the%20media%20briefing%20to%20outline%20R500BN%20economic%20support%20package.pdf Accessed 13 May 2020",
"South Africa",National,"other energy","Wind power supply disruptions","Power generation",wind,"electricity generation","government procurement (DT)",ESKOM,"Manage the reduced demand for electricity by relying on fewer variable sources of energy generation.",01/04/2020,01/04/2020,ZAR,0,0,0,0,"Eskom has issued a Force Majeure to curtail wind power producers from supplying power to the grid. This is because demand is expected to fall; this directly affects the power purchase agreements between Eskom and Renewable Energy Independent Power Producers (REIPPs)","https://sawea.org.za/eskom-issues-curtailment-notice-to-wind-farms-citing-covid-19/ Accessed 8 April 2020",
"South Africa",National,"other energy","IDC providing working capital to suppliers of primary energy","Power generation","multiple energy types","several energy stages","new or extended regulation (IT)",,"Funding to boost primary energy suppliers (alongside other essential sectors). ",24/03/2020,,ZAR,0,0,0,0,"The Industrial Development Corporation has allocated R3 billion in funding for firms that produce essential goods to scale up their operations. This includes the energy sector and specifically, primary energy suppliers.","https://www.gov.za/speeches/minister-ebrahim-patel-government%E2%80%99s-intervention-measures-coronavirus-24-mar-2020-0000 Accessed 4 April 2020",
Russia,National,"fossil unconditional","Increase in the subsidy for converting vehicles to gas-fired engines from 30% to 60% of the total retrofitting costs",Mobility,"gas and gas products","energy use (all energy types, consumption in transport, household use, buildings etc)","budget or off-budget transfer (DT)","Decree of the Government of the Russian Federation № 886 of 19 June 2020 ""On Amendments to the Annex № 29 to the State Programme of the Russian Federation ""Development of the Energy Sector","To stimulate domestic demand for gas and to convert transport fleet to gas.",19/06/2020,19/06/2020,RUB,0,0,0,0,"The government increased its subsidy for converting cars, trucks and other vehicles to gas-fired engines from 30% to 60%. Gazprom will cover another 30%. Vehicle owners will only have to pay 10% of the costs. ","http://government.ru/news/39909/ Accessed 21 June 2020
, http://static.government.ru/media/files/7ZGOcyfSxuLjb0C7XsFWShlyQAQfv0aM.pdf Accessed 21 June 2020
","https://www.kommersant.ru/doc/4389118 Accessed 21 June 2020"
Russia,National,"fossil unconditional","Airline subsidies due to coronavirus traffic decreases",Mobility,"oil and oil products","energy use (all energy types, consumption in transport, household use, buildings etc)","budget or off-budget transfer (DT)","Decree of May 13, 2020 No. 661/Government of Russia (Ministry of Transport)","To help airlines survive the period of restrictions associated with the difficult epidemiological situation and maintain employment.",13/05/2020,13/05/2020,RUB,23400000000,324526732,0,0,"The subsidies are calculated as follows: airlines will be paid RUB 365 for each passenger lost in the reporting month of 2020 compared to the same month of 2019, from February to July. Airlines can use the subsidies to cover salaries for pilots and flight attendants, payments to Russian leasing companies and for airport services.","http://government.ru/news/39681/ Accessed 2 June 2020
","https://www.vedomosti.ru/business/articles/2020/05/07/829797-mintrans-predlozhil Accessed 2 June 2020"
Russia,National,"fossil unconditional","Partial compensation of operation costs by airports",Mobility,"oil and oil products","energy use (all energy types, consumption in transport, household use, buildings etc)","budget or off-budget transfer (DT)","Decision of the Government of Russia № 1436-р of 29 May 2020","To partially compensate the costs in connection with losses of revenue due to the decrease in passenger flights as a result of the novel coronavirus infection spread.",29/05/2020,29/05/2020,RUB,10900000000,151168435,0,0,"The funds are assigned from the Reserve Fund of the Government of the Russian Federation to Rosaviatsiya, a federal government agency, which distributes the funds among the airports. Airports can use these funds to pay wages (except for top management), insurance fees and maintenance costs for buildings, equipment and transport.","http://static.government.ru/media/files/bQABGNQCMuubI1iBiFIDUFSYYeV67ujz.pdf Accessed 29 May 2020","https://www.kommersant.ru/doc/4363810ё Accessed 29 May 2020"
Russia,National,"fossil unconditional","Temporary prohibition on import of certain fuels",Resources,"oil and oil products","exploration or production or processing or storage or transportation","new or extended regulation (IT)",,"1. Energy security
2. Stabilization of internal fuel market",22/05/2020,22/05/2020,RUB,0,0,0,0,"The list of fuels includes gasoline, diesel fuels, aviation (kerosene) fuel. The Government can review & extend the measure by July 15. The measure aims to protect domestic fuel producers from competition. ",,"http://publication.pravo.gov.ru/Document/View/0001202005250018?index=0&rangeSize=1 Accessed 25 May 2020

, https://www.kommersant.ru/doc/4356100 Accessed 25 May 2020"
Russia,National,"fossil unconditional","Tax Code amendments introducing more tax incentives for natural gas development in the Arctic",Resources,"gas and gas products","exploration or production or processing or storage or transportation","tax or royalty or govt fee break (GRF)","Government of Russia","Increasing oil and particularly gas extraction in the Arctic and promoting the development of maritime transport. ",18/03/2020,18/03/2020,RUB,0,0,0,0,"The measure is aimed at increasing oil and particularly gas extraction in the Arctic and promoting the development of maritime transport. ","https://web.archive.org/web/20200620135912/, https://sozd.duma.gov.ru/bill/895543-7
","https://www.reuters.com/article/us-russia-gas-arctic-idUSKBN21537F
, https://web.archive.org/save/, https://oilcapital.ru/news/regulation/20-03-2020/podpisan-zakon-ob-arkticheskih-lgotah-dlya-investorov
"
Australia,"NSW, SA, Victoria","other energy","Full tariff relief for small business customers in stress","Power generation","multiple energy types","electricity storage or transmission or distribution","tax or royalty or govt fee break (GRF)",,"Support small businesses that suffer due to COVID-19. ",01/04/2020,,AUD,0,0,0,0,"Network charges will be rebated for small business customers experiencing financial stress and who are mothballing as a result of COVID-19 from April to June.",,"https://www.energynetworks.com.au/miscellaneous/covid-19-electricity-and-gas-network-relief-package/ Accessed 26 June 2020"
Australia,"Northern Territory","clean conditional","Battery energy storage system (BESS) for the Darwin – Katherine System","Power generation","multiple energy types","electricity storage or transmission or distribution","budget or off-budget transfer (DT)","Ministry for Renewables, Energy and Essential Services","Address system security and reliability, encourage private investors and maximise the amount of renewable power in the network.",12/06/2020,,AUD,30000000,20646938,0,0,"Procurement of a large scale battery energy storage system (BESS) for the Darwin-Katherine system at a project cost of $30M.","http://newsroom.nt.gov.au/mediaRelease/33392 Accessed 18 June 2020",
Australia,"Northern Territory","fossil unconditional","Progressing the Strategic Regional Environmental Baseline Assessment to develop an onshore gas industry",Resources,"gas and gas products","exploration or production or processing or storage or transportation","loan (Hybrid)",,"Development of an onshore gas industry",13/05/2020,,AUD,11790000,8114247,0,0,"$11.8 million towards the development of an onshore gas industry in the Territory to progress the Strategic Regional Environmental Baseline Assessment (SREBA), which will be subsequently recouped through cost-recovery arrangements with industry, and continue implementation of the Hydraulic Fracturing recommendations.",,"https://www.pipeliner.com.au/2020/05/15/nt-government-backing-gas/ Accessed 17 June 2020"
"Saudi Arabia",National,"fossil unconditional","Subsidized fuel prices halved against the backdrop of international oil price plunge","Multiple sectors","oil and oil products","energy use (all energy types, consumption in transport, household use, buildings etc)","budget or off-budget transfer (DT)","Saudi Aramco","to adjust domestic fuel prices according to changes in export prices of crude oil ",11/05/2020,11/05/2020,SAR,0,0,0,0,"Saudi Arabia has a long-standing policy of subsidizing consumers of petroleum products by regulating their prices at a below-market price level. In early 2020, oil price plummeted on the global market, which warranted a pass-through of price reductions on domestic consumers in Saudi Arabia. The May cut in domestic prices amounted to around 50%, bringing them at the below-market level again. Fuel price adjustment remains subject to change, according to changes in export prices of crude oil. ","https://www.spa.gov.sa/viewfullstory.php?lang=en&newsid=2084858 Accessed 9 June 2020

, https://www.saudiaramco.com/ar/news-media/news/2020/may-gas-prices Accessed 9 June 2020",
